date,BTCUSDT,ETHUSDT,SOLUSDT
2025/7/25 17:15,0.007097831,0.408084465,-0.584817704
2025/7/25 17:20,0.065871938,0.351514869,-0.582613193
2025/7/25 17:25,0.114240335,0.350403663,-0.535356002
2025/7/25 17:30,0.034577334,0.336274535,-0.629148131
2025/7/25 17:35,0.047046797,0.3888163,-0.564136903
2025/7/25 17:40,-0.003384811,0.348192378,-0.648422811
2025/7/25 17:45,0.068496511,0.352544921,-0.578958567
2025/7/25 17:50,0.111968936,0.333482204,-0.55454886
2025/7/25 17:55,0.075494642,0.341419588,-0.58308577
2025/7/25 18:00,0.02191974,0.359560853,-0.618519407
2025/7/25 18:05,0.067108194,0.325957676,-0.60693413
2025/7/25 18:10,-0.008044301,0.4437621,-0.548193599
2025/7/25 18:15,0.027887254,0.356871304,-0.615241442
2025/7/25 18:20,-0.002171589,0.358921332,-0.638907079
2025/7/25 18:25,0.032804775,0.473835792,-0.493359433
2025/7/25 18:30,0.043841181,0.371375683,-0.584783136
2025/7/25 18:35,-0.0040137,0.481338265,-0.514648035
2025/7/25 18:40,0.008411097,0.388619231,-0.602969672
2025/7/25 18:45,0.043168835,0.396685052,-0.560146113
2025/7/25 18:50,-0.030943546,0.374328539,-0.594727915
2025/7/25 18:55,-0.012052825,0.343971632,-0.643975543
